2025-12-03T08:38:55.183Z [sh]: Setting WiFi Regulatory domain to GB.
2025-12-03T08:38:55.231Z [sh]: /opt/secure/wifi/wpa_supplicant.conf file exists and configurations are present
2025-12-03T08:38:55.271Z [sh]: Country code is present , No need to change
2025-12-03T08:38:55.323Z [sh]: wowlan_triggers already present in /opt/secure/wifi/wpa_supplicant.conf, leaving as is
2025-12-03T08:38:55.200Z sh[3141]:  active
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976355: wlan0: Automatic auth_alg selection: 0x1
2026-01-16T05:36:08.979Z sh[3238]:  1768541768.976411: Added supported operating classes IE - hexdump(len=22): 3b 14 51 51 53 54 73 74 75 76 77 78 79 7a 7b 7c 7d 7e 7f 80 81 82
2026-01-16T05:36:08.979Z sh[3238]:  1768541768.976447: wlan0: Trying to associate with SSID 'TALKTALK695DDE'
2026-01-16T05:36:08.979Z sh[3238]:  1768541768.976463: wlan0: Cancelling scan request
2026-01-16T05:36:08.979Z sh[3238]:  1768541768.976565: wlan0: State: SCANNING -> ASSOCIATING
2026-01-16T05:36:08.979Z sh[3238]:  1768541768.976585: nl80211: Set wlan0 operstate 0->0 (DORMANT)
2026-01-16T05:36:08.979Z sh[3238]:  1768541768.976598: netlink: Operstate: ifindex=6 linkmode=-1 (no change), operstate=5 (IF_OPER_DORMANT)
2026-01-16T05:36:08.980Z sh[3238]:  1768541768.976696: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:08.980Z sh[3238]:  1768541768.976716: wlan0: Shared frequencies (len=0): completed iteration
2026-01-16T05:36:08.980Z sh[3238]:  1768541768.976734: P2P: Add operating class 81
2026-01-16T05:36:08.985Z sh[3238]:  1768541768.976749: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:08.985Z sh[3238]:  1768541768.976959: P2P: Update channel list
2026-01-16T05:36:08.985Z sh[3238]:  1768541768.976995: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:08.985Z sh[3238]:  1768541768.977012: P2P: cli_channels:
2026-01-16T05:36:08.985Z sh[3238]:  1768541768.977128: nl80211: Set mode ifindex 6 iftype 2 (STATION)
2026-01-16T05:36:08.986Z sh[3238]:  1768541768.977262: nl80211: Unsubscribe mgmt frames handle 0x889e0451 (mode change)
2026-01-16T05:36:08.986Z sh[3238]:  1768541768.977427: nl80211: Subscribe to mgmt frames with non-AP handle 0x168cd8
2026-01-16T05:36:08.986Z sh[3238]:  1768541768.977446: nl80211: Register frame type=0xb0 (WLAN_FC_STYPE_AUTH) nl_handle=0x168cd8 match=0300 multicast=0
2026-01-16T05:36:08.986Z sh[3238]:  1768541768.977520: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0104 multicast=0
2026-01-16T05:36:08.987Z sh[3238]:  1768541768.977579: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=040a multicast=0
2026-01-16T05:36:08.987Z sh[3238]:  1768541768.977634: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=040b multicast=0
2026-01-16T05:36:08.987Z sh[3238]:  1768541768.977691: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=040c multicast=0
2026-01-16T05:36:08.987Z sh[3238]:  1768541768.977747: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=040d multicast=0
2026-01-16T05:36:08.987Z sh[3238]:  1768541768.977801: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=090a multicast=0
2026-01-16T05:36:08.987Z sh[3238]:  1768541768.977856: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=090b multicast=0
2026-01-16T05:36:08.988Z sh[3238]:  1768541768.977911: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=090c multicast=0
2026-01-16T05:36:08.988Z sh[3238]:  1768541768.977965: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=090d multicast=0
2026-01-16T05:36:08.988Z sh[3238]:  1768541768.978022: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0409506f9a09 multicast=0
2026-01-16T05:36:08.988Z sh[3238]:  1768541768.978079: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=7f506f9a09 multicast=0
2026-01-16T05:36:08.988Z sh[3238]:  1768541768.978134: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0801 multicast=0
2026-01-16T05:36:08.989Z sh[3238]:  1768541768.978188: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=12 multicast=0
2026-01-16T05:36:08.989Z sh[3238]:  1768541768.978242: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=06 multicast=0
2026-01-16T05:36:08.989Z sh[3238]:  1768541768.978297: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0a07 multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978351: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0a11 multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978405: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0a0b multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978460: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=1101 multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978514: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=1102 multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978569: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0505 multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978624: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=0500 multicast=0
2026-01-16T05:36:08.990Z sh[3238]:  1768541768.978679: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=1301 multicast=0
2026-01-16T05:36:08.991Z sh[3238]:  1768541768.978733: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=1305 multicast=0
2026-01-16T05:36:08.991Z sh[3238]:  1768541768.978789: nl80211: Register frame type=0xd0 (WLAN_FC_STYPE_ACTION) nl_handle=0x168cd8 match=7e506f9a1a multicast=0
2026-01-16T05:36:08.991Z sh[3238]:  1768541768.978853: nl80211: Key management set PSK
2026-01-16T05:36:08.991Z sh[3238]:  1768541768.978865: nl80211: Connect (ifindex=6)
2026-01-16T05:36:08.991Z sh[3238]:  1768541768.978880:   * bssid_hint=10:d7:b0:69:5d:db
2026-01-16T05:36:08.991Z sh[3238]:  1768541768.978893:   * freq_hint=2437
2026-01-16T05:36:08.992Z sh[3238]:  1768541768.978903:   * SSID=TALKTALK695DDE
2026-01-16T05:36:08.992Z sh[3238]:  1768541768.978913:   * IEs - hexdump(len=57): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 80 00 7f 0b 00 00 0a 02 00 40 40 00 00 00 20 3b 14 51 51 53 54 73 74 75 76 77 78 79 7a 7b 7c 7d 7e 7f 80 81 82
2026-01-16T05:36:08.992Z sh[3238]:  1768541768.978966:   * WPA Versions 0x2
2026-01-16T05:36:08.992Z sh[3238]:  1768541768.978976:   * pairwise=0xfac04
2026-01-16T05:36:08.992Z sh[3238]:  1768541768.978985:   * group=0xfac04
2026-01-16T05:36:08.992Z sh[3238]:  1768541768.978995:   * akm=0xfac02
2026-01-16T05:36:08.993Z sh[3238]:  1768541768.979006:   * Auth Type 0
2026-01-16T05:36:08.993Z sh[3238]:  1768541768.980743: nl80211: Connect request send successfully
2026-01-16T05:36:08.993Z sh[3238]:  1768541768.980789: wlan0: Setting authentication timeout: 10 sec 0 usec
2026-01-16T05:36:08.993Z sh[3238]:  1768541768.980847: EAPOL: External notification - EAP success=0
2026-01-16T05:36:08.993Z sh[3238]:  1768541768.980868: EAPOL: External notification - EAP fail=0
2026-01-16T05:36:08.993Z sh[3238]:  1768541768.980883: EAPOL: External notification - portControl=Auto
2026-01-16T05:36:09.498Z sh[3238]:  1768541769.498138: l2_packet_receive: src=10:d7:b0:69:5d:dc len=99
2026-01-16T05:36:09.498Z sh[3238]:  1768541769.498191: wlan0: RX EAPOL from 10:d7:b0:69:5d:dc
2026-01-16T05:36:09.498Z sh[3238]:  1768541769.498223: wlan0: Not associated - Delay processing of received EAPOL frame (state=ASSOCIATING bssid=00:00:00:00:00:00)
2026-01-16T05:36:09.550Z sh[3238]:  1768541769.550624: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T05:36:09.654Z sh[3238]:  1768541769.652187: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T05:36:09.654Z sh[3238]:  1768541769.652279: RTM_NEWLINK: ifi_index=6 ifname=wlan0 operstate=5 linkmode=1 ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T05:36:09.654Z sh[3238]:  1768541769.653327: nl80211: Drv Event 46 (NL80211_CMD_CONNECT) received for wlan0
2026-01-16T05:36:09.654Z sh[3238]:  1768541769.653354: nl80211: Connect event (status=0 ignore_next_local_disconnect=0)
2026-01-16T05:36:09.806Z sh[3238]:  1768541769.806530: nl80211: Associated on 5500 MHz
2026-01-16T05:36:09.806Z sh[3238]:  1768541769.806564: nl80211: Associated with 10:d7:b0:69:5d:dc
2026-01-16T05:36:09.806Z sh[3238]:  1768541769.806598: nl80211: Operating frequency for the associated BSS from scan results: 5500 MHz
2026-01-16T05:36:09.806Z sh[3238]:  1768541769.806711: nl80211: Associated on 5500 MHz
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.806723: nl80211: Associated with 10:d7:b0:69:5d:dc
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.806749: nl80211: Set drv->ssid based on scan res info to 'TALKTALK695DDE'
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.806765: wlan0: Event ASSOC (0) received
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.806785: wlan0: Association info event
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.806795: req_ies - hexdump(len=205): 00 0e 54 41 4c 4b 54 41 4c 4b 36 39 35 44 44 45 01 08 8c 12 98 24 b0 48 60 6c c7 01 12 21 02 08 17 24 32 24 01 28 01 2c 01 30 01 34 01 38 01 3c 01 40 01 64 01 68 01 6c 01 70 01 74 01 78 01 7c 01 80 01 84 01 88 01 8c 01 90 01 95 01 99 01 9d 01 a1 01 a5 01 2d 1a ef 01 13 ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 30 16 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 00 00 00 00 3b 14 51 51 53 54 73 74 75 76 77 78 79 7a 7b 7c 7d 7e 7f 80 81 82 7f 08 04 00 08 00 00 00 00 40 bf 0c b2 71 90 33 fa ff 62 03 fa ff 62 03 dd 07 00 50 f2 02 00 01 00 dd 0b 8c fd f0 01 01 02 01 00 02 01 01
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.806909: resp_ies - hexdump(len=172): 01 08 8c 12 98 24 b0 48 60 6c 2d 1a ef 01 17 ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3d 16 64 05 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7f 08 04 00 08 80 00 00 00 40 bf 0c b2 69 8b 0f aa ff 00 00 aa ff 00 00 c0 05 01 6a 00 00 00 dd 18 00 50 f2 04 10 4a 00 01 10 10 3b 00 01 03 10 49 00 06 00 37 2a 00 01 20 dd 05 00 90 4c 04 17 dd 09 00 10 18 02 03 04 9c 00 00 dd 18 00 50 f2 02 01 01 80 00 03 a4 00 00 27 a4 00 00 42 43 5e 00 62 32 2f 00 dd 07 50 6f 9a 16 01 01 00
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.807013: wlan0: freq=5500 MHz
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.807026: WPA: set own WPA/RSN IE - hexdump(len=24): 30 16 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 00 00 00 00
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.807052: wlan0: RSN: PMKID from assoc IE not found from PMKSA cache
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.807063: wlan0: RSN: clearing own RSNXE
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.807077: wlan0: State: ASSOCIATING -> ASSOCIATED
2026-01-16T05:36:09.807Z sh[3238]:  1768541769.807088: nl80211: Set wlan0 operstate 0->0 (DORMANT)
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807097: netlink: Operstate: ifindex=6 linkmode=-1 (no change), operstate=5 (IF_OPER_DORMANT)
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807161: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807176: wlan0: Shared frequencies (len=1): completed iteration
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807188: wlan0: freq[0]: 5500, flags=0x1
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807201: P2P: Add operating class 81
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807213: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807304: P2P: Update channel list
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807325: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807589: P2P: cli_channels:
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807807: wlan0: Associated to a new BSS: BSSID=10:d7:b0:69:5d:dc
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807836: WPA: Update cipher suite selection based on IEs in driver-generated WPA/RSNE in AssocReq - hexdump(len=92): 30 16 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 00 00 00 00 3b 14 51 51 53 54 73 74 75 76 77 78 79 7a 7b 7c 7d 7e 7f 80 81 82 7f 08 04 00 08 00 00 00 00 40 bf 0c b2 71 90 33 fa ff 62 03 fa ff 62 03 dd 07 00 50 f2 02 00 01 00 dd 0b 8c fd f0 01 01 02 01 00 02 01 01
2026-01-16T05:36:09.808Z sh[3238]:  1768541769.807898: wlan0: WPA: AP key_mgmt 0x2 network key_mgmt 0x142; available key_mgmt 0x2
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807912: wlan0: WPA: using KEY_MGMT WPA2-PSK and proto 2
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807925: wlan0: WPA: AP pairwise cipher 0x10 network pairwise cipher 0x18; available pairwise cipher 0x10
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807936: wlan0: WPA: using PTK CCMP
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807952: wlan0: WPA: AP group cipher 0x10 network group cipher 0x18; available group cipher 0x10
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807963: wlan0: WPA: using GTK CCMP
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807976: wlan0: WPA: AP mgmt_group_cipher 0x20 network mgmt_group_cipher 0x0; available mgmt_group_cipher 0x20
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807987: wlan0: WPA: STA/AP is not MFP capable; AP RSNE caps 0xc
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.807997: wlan0: WPA: not using MGMT group cipher
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.808010: wlan0: WPA: clearing AP WPA IE
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.808019: WPA: set AP RSN IE - hexdump(len=22): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 0c 00
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.808040: wlan0: WPA: clearing AP RSNXE
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.808055: wlan0: Associated with 10:d7:b0:69:5d:dc
2026-01-16T05:36:09.809Z sh[3238]:  1768541769.808066: wlan0: WPA: Association event - clear replay counter
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808076: wlan0: WPA: Clear old PTK
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808086: EAPOL: External notification - portEnabled=0
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808097: EAPOL: External notification - portValid=0
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808105: EAPOL: External notification - EAP success=0
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808112: EAPOL: External notification - portEnabled=1
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808119: EAPOL: SUPP_PAE entering state CONNECTING
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808126: EAPOL: enable timer tick
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808135: EAPOL: SUPP_BE entering state IDLE
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808146: wlan0: Setting authentication timeout: 10 sec 0 usec
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808159: wlan0: Cancelling scan request
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808173: MBO: Disable MBO/OCE due to misbehaving AP not having enabled PMF
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808184: wlan0: CTRL-EVENT-SUBNET-STATUS-UPDATE status=0
2026-01-16T05:36:09.810Z sh[3238]:  1768541769.808231: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T05:36:09.811Z sh[3238]:  1768541769.808273: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T05:36:09.811Z sh[3238]:  1768541769.808307: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T05:36:11.887Z sh[3238]:  1768541771.886405: EAPOL: startWhen --> 0
2026-01-16T05:36:11.887Z sh[3238]:  1768541771.886497: EAPOL: disable timer tick
2026-01-16T05:36:11.888Z sh[3238]:  1768541771.886514: EAPOL: SUPP_PAE entering state CONNECTING
2026-01-16T05:36:11.888Z sh[3238]:  1768541771.886529: EAPOL: enable timer tick
2026-01-16T05:36:11.888Z sh[3238]:  1768541771.886547: EAPOL: txStart
2026-01-16T05:36:11.888Z sh[3238]:  1768541771.886561: WPA: drop TX EAPOL in non-IEEE 802.1X mode (type=1 len=0)
2026-01-16T05:36:12.436Z sh[3238]:  1768541772.436436: l2_packet_receive: src=10:d7:b0:69:5d:dc len=99
2026-01-16T05:36:12.436Z sh[3238]:  1768541772.436490: wlan0: RX EAPOL from 10:d7:b0:69:5d:dc
2026-01-16T05:36:12.436Z sh[3238]:  1768541772.436517: wlan0: Setting authentication timeout: 10 sec 0 usec
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436572: wlan0: IEEE 802.1X RX: version=2 type=3 length=95
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436592: wlan0:   EAPOL-Key type=2
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436615: wlan0:   key_info 0x8a (ver=2 keyidx=0 rsvd=0 Pairwise Ack)
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436631: wlan0:   key_length=16 key_data_length=0
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436643:   replay_counter - hexdump(len=8): 00 00 00 00 00 00 00 01
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436661:   key_nonce - hexdump(len=32): 8d 6d f4 48 56 ec ab 57 1d 4e 0a 03 92 4c b0 95 8b 48 fb 54 27 63 fc 06 7e b8 ba e7 b5 93 db a0
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436692:   key_iv - hexdump(len=16): 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-01-16T05:36:12.437Z sh[3238]:  1768541772.436715:   key_rsc - hexdump(len=8): 00 00 00 00 00 00 00 00
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436731:   key_id (reserved) - hexdump(len=8): 00 00 00 00 00 00 00 00
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436746:   key_mic - hexdump(len=16): 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436780: wlan0: State: ASSOCIATED -> 4WAY_HANDSHAKE
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436824: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436843: wlan0: Shared frequencies (len=1): completed iteration
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436860: wlan0: freq[0]: 5500, flags=0x1
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436877: P2P: Add operating class 81
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.436892: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:12.438Z sh[3238]:  1768541772.437016: P2P: Update channel list
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437045: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437061: P2P: cli_channels:
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437082: wlan0: WPA: RX message 1 of 4-Way Handshake from 10:d7:b0:69:5d:dc (ver=2)
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437096: RSN: msg 1/4 key data - hexdump(len=0):
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437394: WPA: Renewed SNonce - hexdump(len=32): 19 8b 50 cf ff 2e 04 9c 00 da 96 1e 8f 04 a2 82 4b 74 8e 72 16 d8 2f 3c 2a 54 8d a0 51 5e ca 43
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437433: WPA: PTK derivation using PRF(SHA1)
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437492: WPA: PTK derivation - A1=d4:52:ee:59:e3:e8 A2=10:d7:b0:69:5d:dc
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437508: WPA: Nonce1 - hexdump(len=32): 19 8b 50 cf ff 2e 04 9c 00 da 96 1e 8f 04 a2 82 4b 74 8e 72 16 d8 2f 3c 2a 54 8d a0 51 5e ca 43
2026-01-16T05:36:12.439Z sh[3238]:  1768541772.437540: WPA: Nonce2 - hexdump(len=32): 8d 6d f4 48 56 ec ab 57 1d 4e 0a 03 92 4c b0 95 8b 48 fb 54 27 63 fc 06 7e b8 ba e7 b5 93 db a0
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437571: WPA: PMK - hexdump(len=32): [REMOVED]
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437581: WPA: PTK - hexdump(len=48): [REMOVED]
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437591: WPA: KCK - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437601: WPA: KEK - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437611: WPA: TK - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437624: WPA: WPA IE for msg 2/4 - hexdump(len=24): 30 16 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 00 00 00 00
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437653: WPA: Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 01
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437672: wlan0: WPA: Sending EAPOL-Key 2/4
2026-01-16T05:36:12.440Z sh[3238]:  1768541772.437686: WPA: Send EAPOL-Key frame to 10:d7:b0:69:5d:dc ver=2 mic_len=16 key_mgmt=0x2
2026-01-16T05:36:12.441Z sh[3238]:  1768541772.437700: WPA: EAPOL-Key MIC using HMAC-SHA1
2026-01-16T05:36:12.441Z sh[3238]:  1768541772.437728: WPA: KCK - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.441Z sh[3238]:  1768541772.437740: WPA: Derived Key MIC - hexdump(len=16): 9c 6a 9d 18 5f e6 a5 81 cd f0 73 a5 7c 91 ed 97
2026-01-16T05:36:12.445Z sh[3238]:  1768541772.445131: l2_packet_receive: src=10:d7:b0:69:5d:dc len=155
2026-01-16T05:36:12.445Z sh[3238]:  1768541772.445171: wlan0: RX EAPOL from 10:d7:b0:69:5d:dc
2026-01-16T05:36:12.445Z sh[3238]:  1768541772.445199: wlan0: IEEE 802.1X RX: version=2 type=3 length=151
2026-01-16T05:36:12.445Z sh[3238]:  1768541772.445216: wlan0:   EAPOL-Key type=2
2026-01-16T05:36:12.445Z sh[3238]:  1768541772.445239: wlan0:   key_info 0x13ca (ver=2 keyidx=0 rsvd=0 Pairwise Install Ack MIC Secure Encr)
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445255: wlan0:   key_length=16 key_data_length=56
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445268:   replay_counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445288:   key_nonce - hexdump(len=32): 8d 6d f4 48 56 ec ab 57 1d 4e 0a 03 92 4c b0 95 8b 48 fb 54 27 63 fc 06 7e b8 ba e7 b5 93 db a0
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445319:   key_iv - hexdump(len=16): 53 be e1 e8 59 b7 90 1c bb 94 7d 3d 30 45 71 8d
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445340:   key_rsc - hexdump(len=8): 7e 84 16 00 00 00 00 00
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445355:   key_id (reserved) - hexdump(len=8): 00 00 00 00 00 00 00 00
2026-01-16T05:36:12.446Z sh[3238]:  1768541772.445370:   key_mic - hexdump(len=16): 58 59 df 92 b2 dd 3c 13 ce 10 55 d4 cc eb 01 97
2026-01-16T05:36:12.447Z sh[3238]:  1768541772.445396: WPA: EAPOL-Key MIC using HMAC-SHA1
2026-01-16T05:36:12.447Z sh[3238]:  1768541772.445447: RSN: encrypted key data - hexdump(len=56): 43 3b d2 a5 6e 7a 6d 40 bc 4e 35 be 14 a8 7a 07 fe 59 d1 de 37 c6 f5 42 df 67 44 1c 4a 4e 21 0d 61 2b b8 20 54 86 1a 8c 7f 72 7a a4 19 12 89 ed 93 bd bb 6d 0c 41 9b b2
2026-01-16T05:36:12.447Z sh[3238]:  1768541772.445497: WPA: Decrypt Key Data using AES-UNWRAP (KEK length 16)
2026-01-16T05:36:12.447Z sh[3238]:  1768541772.445529: WPA: decrypted EAPOL-Key key data - hexdump(len=48): [REMOVED]
